@relation localsubcellular
@attribute A numeric
@attribute R numeric
@attribute N numeric
@attribute D numeric
@attribute C numeric
@attribute Q numeric
@attribute E numeric
@attribute G numeric
@attribute H numeric
@attribute I numeric
@attribute L numeric
@attribute K numeric
@attribute M numeric
@attribute F numeric
@attribute P numeric
@attribute S numeric
@attribute T numeric
@attribute W numeric
@attribute Y numeric
@attribute V numeric
@attribute BASIC numeric
@attribute ACID numeric
@attribute POLAR numeric
@attribute NONPOLAR numeric
@attribute CHAM830103 numeric
@attribute CHAM830104 numeric
@attribute CHAM830105 numeric
@attribute FAUJ880111 numeric
@attribute MONM990201 numeric
@attribute MONM990101 numeric
@attribute BEGF750101 numeric
@attribute BROC820102 numeric
@attribute FAUJ880112 numeric
@attribute GEIM800103 numeric
@attribute GEIM800105 numeric
@attribute LEWP710101 numeric
@attribute NAKH900102 numeric
@attribute NAKH900108 numeric
@attribute OOBM850104 numeric
@attribute PALJ810115 numeric
@attribute PONP800106 numeric
@attribute QIAN880116 numeric
@attribute RICJ880107 numeric
@attribute ROBB760111 numeric
@attribute ROSM880103 numeric
@attribute VENT840101 numeric
@attribute AURR980101 numeric
@attribute AURR980105 numeric
@attribute AURR980118 numeric
@attribute ZHOH040103 numeric
@attribute INIBASIC numeric
@attribute INIACID numeric
@attribute INIPOLAR numeric
@attribute ININONPOLAR numeric
@attribute INICHAM830103 numeric
@attribute INICHAM830104 numeric
@attribute INICHAM830105 numeric
@attribute INIFAUJ880111 numeric
@attribute INIMONM990201 numeric
@attribute INIMONM990101 numeric
@attribute INIBEGF750101 numeric
@attribute INIBROC820102 numeric
@attribute INIFAUJ880112 numeric
@attribute INIGEIM800103 numeric
@attribute INIGEIM800105 numeric
@attribute INILEWP710101 numeric
@attribute ININAKH900102 numeric
@attribute ININAKH900108 numeric
@attribute INIOOBM850104 numeric
@attribute INIPALJ810115 numeric
@attribute INIPONP800106 numeric
@attribute INIQIAN880116 numeric
@attribute INIRICJ880107 numeric
@attribute INIROBB760111 numeric
@attribute INIROSM880103 numeric
@attribute INIVENT840101 numeric
@attribute INIAURR980101 numeric
@attribute INIAURR980105 numeric
@attribute INIAURR980118 numeric
@attribute INIZHOH040103 numeric
@attribute ENDBASIC numeric
@attribute ENDACID numeric
@attribute ENDPOLAR numeric
@attribute ENDNONPOLAR numeric
@attribute ENDCHAM830103 numeric
@attribute ENDCHAM830104 numeric
@attribute ENDCHAM830105 numeric
@attribute ENDFAUJ880111 numeric
@attribute ENDMONM990201 numeric
@attribute ENDMONM990101 numeric
@attribute ENDBEGF750101 numeric
@attribute ENDBROC820102 numeric
@attribute ENDFAUJ880112 numeric
@attribute ENDGEIM800103 numeric
@attribute ENDGEIM800105 numeric
@attribute ENDLEWP710101 numeric
@attribute ENDNAKH900102 numeric
@attribute ENDNAKH900108 numeric
@attribute ENDOOBM850104 numeric
@attribute ENDPALJ810115 numeric
@attribute ENDPONP800106 numeric
@attribute ENDQIAN880116 numeric
@attribute ENDRICJ880107 numeric
@attribute ENDROBB760111 numeric
@attribute ENDROSM880103 numeric
@attribute ENDVENT840101 numeric
@attribute ENDAURR980101 numeric
@attribute ENDAURR980105 numeric
@attribute ENDAURR980118 numeric
@attribute ENDZHOH040103 numeric
@attribute MIDBASIC numeric
@attribute MIDACID numeric
@attribute MIDPOLAR numeric
@attribute MIDNONPOLAR numeric
@attribute MIDCHAM830103 numeric
@attribute MIDCHAM830104 numeric
@attribute MIDCHAM830105 numeric
@attribute MIDFAUJ880111 numeric
@attribute MIDMONM990201 numeric
@attribute MIDMONM990101 numeric
@attribute MIDBEGF750101 numeric
@attribute MIDBROC820102 numeric
@attribute MIDFAUJ880112 numeric
@attribute MIDGEIM800103 numeric
@attribute MIDGEIM800105 numeric
@attribute MIDLEWP710101 numeric
@attribute MIDNAKH900102 numeric
@attribute MIDNAKH900108 numeric
@attribute MIDOOBM850104 numeric
@attribute MIDPALJ810115 numeric
@attribute MIDPONP800106 numeric
@attribute MIDQIAN880116 numeric
@attribute MIDRICJ880107 numeric
@attribute MIDROBB760111 numeric
@attribute MIDROSM880103 numeric
@attribute MIDVENT840101 numeric
@attribute MIDAURR980101 numeric
@attribute MIDAURR980105 numeric
@attribute MIDAURR980118 numeric
@attribute MIDZHOH040103 numeric

@attribute class {SECRETED,NON-SECRETED}
@data
85,52,72,82,4,69,71,113,9,63,154,66,25,30,64,70,82,21,17,110,127.0,153.0,427.0,552.0,1252.0,885.0,370.5,127.0,1171.4001,1272.1998,760.72003,3613.8,153.0,1290.5299,1257.2301,421.19,3566.24,46.160004,-2408.66,1216.0298,14684.849,-80.58,1322.1,-647.0,699.5,395.0,1271.66,1238.7898,1265.9401,15925.898,4.0,1.0,10.0,25.0,44.0,30.0,8.5,4.0,26.3,28.699999,28.56,214.3,1.0,41.44,44.320004,11.66,114.810005,12.68,-199.39001,35.789997,486.25003,-4.9900002,56.0,-22.8,17.900002,21.0,38.54,35.99,40.56,612.5,4.0,6.0,21.0,29.0,62.0,45.0,19.0,4.0,48.9,52.200005,37.74,234.50002,6.0,59.16,65.19,19.329998,166.79001,8.859999,-85.28001,56.090004,717.91,-4.96,71.100006,-32.6,34.199997,28.0,60.070007,56.600002,60.530006,856.7,48.0,46.0,153.0,172.0,407.0,296.0,133.5,48.0,400.00003,434.8,250.49,1178.7,46.0,428.77,414.25003,139.49,1198.3701,2.7900052,-887.52997,411.80997,4847.4795,-23.859999,442.50003,-112.6,230.90002,120.0,423.79,411.40997,421.66,5171.0,NON-SECRETED
36,8,14,19,2,9,23,25,1,22,22,34,12,8,12,19,16,4,6,26,43.0,42.0,91.0,142.0,309.0,204.0,107.0,43.0,290.6,317.4,200.19,653.89996,42.0,348.02002,311.98,102.9,907.77,-0.5900035,-787.61,302.86002,3686.9297,-22.239998,310.2,-203.49997,172.39998,88.0,322.41998,303.67004,322.94995,3941.1,3.0,1.0,12.0,24.0,34.0,19.0,12.0,3.0,28.999998,30.5,27.970003,137.79999,1.0,42.83,41.709995,12.709999,115.54,-2.0700002,-137.09,38.91,475.74,-3.31,50.1,-28.199999,17.5,12.0,37.44,36.219997,37.62,545.39996,9.0,11.0,18.0,22.0,53.0,44.0,23.0,9.0,58.7,62.900005,37.039997,87.1,11.0,67.25,54.59,20.7,174.79001,-3.559999,-95.18,61.26,678.74994,-4.45,52.800003,-58.499996,37.600002,12.0,62.320004,60.239994,63.070004,682.4,17.0,14.0,33.0,42.0,112.0,72.0,34.5,17.0,100.399994,110.00001,64.07,187.5,14.0,112.49999,105.149994,34.44,300.17,8.260001,-290.26,99.77998,1229.14,-6.27,100.3,-34.800003,56.599995,32.0,106.96001,102.67,106.98999,1302.0,NON-SECRETED
19,5,6,12,0,5,8,3,2,3,14,15,4,4,4,9,6,0,2,7,22.0,20.0,31.0,55.0,118.0,94.0,45.0,22.0,119.399994,130.5,83.509995,286.30002,20.0,145.70999,120.13998,41.239998,371.29,-11.959996,-226.82,121.70001,1465.0199,-11.96,131.5,-131.50002,74.40001,30.0,128.7,124.82,131.19,1538.3,3.0,6.0,10.0,21.0,41.0,31.0,10.0,3.0,31.400002,33.9,28.030003,120.5,6.0,46.340004,39.21,12.189999,114.06,5.6099997,-98.74999,35.11,476.6,-4.819999,46.4,-59.699997,23.099998,14.0,38.289997,38.970005,38.909996,539.6,14.0,11.0,15.0,20.0,55.0,47.0,27.0,14.0,61.999996,68.40001,36.749996,98.29999,11.0,67.27999,55.420002,19.569998,171.92001,-8.010002,-76.130005,58.65,679.5599,-4.56,58.000008,-32.600002,36.6,13.0,62.73,58.55,63.78,681.89996,9.0,7.0,8.0,18.0,35.0,28.0,16.0,9.0,43.0,46.700005,25.810001,81.200005,7.0,46.250004,37.39,14.510001,122.380005,-12.04,-48.4,42.100002,469.94998,-3.540001,39.400005,-54.300003,24.800001,5.0,42.930004,42.409996,43.670002,463.0,NON-SECRETED
42,17,7,11,0,22,17,14,9,18,33,13,9,10,13,19,14,7,3,22,39.0,28.0,79.0,154.0,285.0,209.0,110.5,39.0,261.0,286.4,197.52,1114.0,28.0,322.34998,300.46002,88.829994,852.08014,-4.440002,-696.17,275.54,3521.3198,-27.119999,353.89996,-239.50002,166.90001,93.0,301.60995,278.94998,303.45004,3960.5999,5.0,3.0,8.0,24.0,40.0,32.0,16.0,5.0,29.499998,33.100002,27.88,222.90001,3.0,40.3,40.959995,10.38,110.82,8.059999,-126.77,32.500004,483.19998,-5.6,53.8,-31.0,22.0,16.0,40.829998,36.670002,41.7,591.10004,10.0,4.0,16.0,30.0,63.0,39.0,26.5,10.0,54.2,58.6,38.67,227.29999,4.0,63.88,61.899998,18.0,162.54001,-5.349999,-175.22,54.350002,701.36993,-4.729999,73.0,-20.199997,31.699999,18.0,59.119995,56.55,60.209995,793.1,15.0,10.0,34.0,41.0,98.0,73.0,43.0,15.0,92.299995,100.80001,63.94,293.7,10.0,107.88001,99.520004,30.000002,282.59998,-3.34,-206.67001,93.24999,1167.81,-6.65,113.5,-31.9,56.500004,27.0,100.99001,94.03999,101.520004,1245.1,NON-SECRETED
60,44,47,51,0,35,33,79,17,29,65,24,15,31,40,58,54,12,39,41,85.0,84.0,312.0,293.0,719.0,507.0,256.0,85.0,745.0,789.2001,439.27997,2047.6998,84.0,766.27997,767.88,278.96,2142.33,50.609997,-713.13,782.78,8919.689,-28.010002,747.2001,-95.0,442.30002,217.0,783.16,776.44006,778.35,9582.199,4.0,0.0,10.0,26.0,37.0,27.0,9.0,4.0,30.9,33.300003,25.98,221.1,0.0,36.52,41.54,11.7,118.86,7.5899987,-118.42999,37.0,472.85,-4.17,49.0,-56.900005,20.800003,15.0,38.77,37.149998,39.040005,569.9,6.0,6.0,22.0,26.0,53.0,47.0,24.5,6.0,56.2,60.200005,35.280003,227.1,6.0,61.81,59.679996,21.88,159.08,13.629999,-62.260006,59.44,699.89996,-4.69,63.300003,15.100003,34.3,21.0,60.8,59.39,62.450005,805.4,35.0,31.0,112.0,80.0,244.0,171.0,103.0,35.0,259.4,270.59998,140.72002,593.2001,31.0,256.99002,255.48001,96.340004,695.76996,11.959999,-132.15005,264.53003,2959.2102,-4.0799985,242.2,59.000004,152.40001,66.0,263.46,261.98,262.43997,3111.6,NON-SECRETED
24,19,14,14,5,19,20,25,13,20,31,16,6,15,15,16,7,6,11,13,48.0,34.0,97.0,130.0,285.0,235.0,128.0,48.0,296.3,325.0,184.41002,958.89996,34.0,324.13998,304.44,96.46,854.7299,23.629995,-481.61,295.41003,3618.3198,-24.34,339.0,-76.600006,183.9,96.0,317.58002,290.3,319.97998,4014.6,6.0,1.0,13.0,20.0,39.0,27.0,14.5,6.0,34.7,37.2,25.48,133.5,1.0,46.510002,39.62,13.080001,110.71001,12.92,-170.29999,38.800003,470.27,-2.33,41.499996,-1.3000011,19.3,11.0,38.359997,37.609997,40.719997,511.19998,9.0,9.0,17.0,25.0,59.0,42.0,25.0,9.0,58.0,64.3,35.550003,169.4,9.0,57.039997,60.829994,19.25,164.39001,1.6699986,-80.950005,55.72,707.04004,-3.77,64.899994,-7.000002,33.6,22.0,63.49,56.839996,60.88,784.3,14.0,13.0,37.0,39.0,99.0,81.0,43.5,14.0,98.80001,108.600006,61.6,265.5,13.0,112.35999,101.340004,30.07,285.73996,3.779998,-135.79001,95.08,1205.2399,-8.46,111.9,-28.0,65.299995,31.0,105.05001,96.37,105.65999,1332.0,NON-SECRETED
36,4,30,21,0,9,12,44,8,16,24,30,6,19,13,26,24,10,14,22,42.0,33.0,147.0,146.0,337.0,227.0,117.0,42.0,344.99997,367.10004,213.76001,901.9001,33.0,383.13,362.19998,131.43,1019.49,47.129997,-776.72003,380.22998,4215.17,-15.81,345.6,28.800003,200.50002,105.0,367.49,366.51,372.33002,4570.5,2.0,3.0,14.0,21.0,40.0,20.0,8.0,2.0,33.2,34.2,24.46,114.1,3.0,40.71,39.249996,14.290001,111.49,6.12,-108.19,38.290005,463.29004,-2.04,35.0,-39.3,20.599998,9.0,38.719997,41.29,38.96,505.59998,8.0,5.0,25.0,22.0,60.0,39.0,17.5,8.0,57.600002,61.500004,35.15,134.90001,5.0,63.970005,60.62,21.439999,166.76999,6.43,-163.54001,63.0,691.64,-2.0000002,61.299995,16.900002,31.099998,19.0,59.089996,59.18,60.209995,737.7,13.0,15.0,45.0,49.0,110.0,77.0,44.5,13.0,114.0,122.200005,71.43001,309.0,15.0,127.35001,118.79999,42.42,332.13,12.060001,-198.75998,121.950005,1399.48,-6.8799996,114.9,0.59999084,70.7,36.0,124.45,121.63,124.820015,1547.4001,NON-SECRETED
14,14,17,18,1,10,8,15,7,9,18,14,5,7,5,19,15,10,19,13,35.0,26.0,96.0,81.0,241.0,174.0,99.0,35.0,233.20001,241.59999,136.94,637.5,26.0,252.53003,240.0,86.21999,628.18,29.679998,-300.38995,238.41,2741.3298,-10.419998,243.6,40.599995,142.9,76.0,236.72998,237.92998,241.56003,3050.6,6.0,2.0,15.0,17.0,36.0,27.0,12.0,6.0,33.399998,35.4,24.689999,112.79999,2.0,41.629997,41.449997,13.349999,116.67999,4.8599997,-96.13,40.02,469.80002,-2.6100001,44.700005,-3.8000002,19.999998,13.0,39.01,36.659996,40.369995,527.19995,9.0,8.0,24.0,19.0,61.0,47.0,26.5,9.0,60.800003,63.1,33.74,152.2,8.0,62.759995,60.45,21.47,156.29999,11.75,7.0200043,59.530003,691.02997,-2.6000001,56.000004,-11.099998,40.3,21.0,61.339996,59.52,62.000004,775.89996,13.0,10.0,31.0,26.0,82.0,58.0,35.0,13.0,80.59999,82.90001,44.840004,223.79999,10.0,81.09,82.149994,30.88,206.92001,5.1499987,-49.479996,80.670006,919.59,-2.87,82.8,28.300003,47.1,27.0,80.76,80.93,81.68,1032.8,NON-SECRETED
34,4,10,10,2,10,2,15,1,7,16,6,1,6,2,12,24,0,3,17,11.0,12.0,76.0,83.0,179.0,92.0,33.0,11.0,145.8,153.1,115.259995,468.30005,12.0,188.29999,187.27,61.180004,528.87,-2.6099982,-405.44998,172.31,2094.9897,-8.77,181.6,-84.7,89.3,49.0,174.68,177.88,174.74,2334.7,4.0,2.0,13.0,21.0,44.0,21.0,7.0,4.0,28.5,30.099997,27.550001,117.799995,2.0,41.49,42.739998,12.219999,116.65001,3.0599995,-150.25,36.46,471.55,-2.8999999,44.399998,-37.5,18.4,14.0,38.15,37.63,38.789997,539.6,3.0,4.0,29.0,24.0,56.0,34.0,15.0,3.0,53.300007,55.8,35.12,178.49997,4.0,59.52,60.179996,21.26,170.81999,3.869999,-77.54001,59.140007,679.98,-1.5699999,54.4,-3.2999964,32.6,15.0,59.429993,60.63,59.120007,745.5,3.0,4.0,25.0,28.0,57.0,28.0,7.0,3.0,45.299995,46.600002,38.87,151.99998,4.0,64.57,60.75,20.89,178.74,-2.55,-158.0,56.700005,683.2,-2.9199996,59.500004,-31.2,27.9,14.0,56.229996,59.46,56.73,764.60004,NON-SECRETED
17,11,11,6,2,6,7,19,4,10,14,7,5,9,9,11,10,3,3,15,22.0,13.0,62.0,82.0,169.0,110.0,56.5,22.0,162.19998,175.90001,106.630005,522.39996,13.0,174.42001,181.10999,58.25,502.32,14.83,-364.15,173.08002,2097.38,-10.589999,186.59999,-54.700005,94.0,54.0,179.59998,170.41003,177.91998,2316.9,5.0,0.0,12.0,23.0,35.0,33.0,14.5,5.0,33.100002,36.500004,26.329998,213.7,0.0,40.049995,39.93,12.460001,113.73001,12.360001,-155.81,38.95,475.28998,-4.86,51.4,-7.1,19.499998,14.0,39.33,37.409996,41.360004,554.2999,8.0,3.0,23.0,26.0,54.0,38.0,20.0,8.0,55.399998,58.6,34.96,218.39998,3.0,57.840008,61.050003,20.71,169.67001,6.6599984,-107.34001,60.450005,688.19,-2.4299998,62.8,0.40000248,32.2,19.0,60.01,57.72,59.81,779.2,7.0,7.0,18.0,27.0,58.0,27.0,14.0,7.0,54.300007,59.899994,33.82,90.6,7.0,54.58,60.460003,18.31,165.79,-3.150001,-62.9,55.770004,696.3,-2.56,54.7,-54.5,32.0,18.0,60.270004,55.58,56.980003,751.1,NON-SECRETED
23,13,18,9,1,9,12,13,0,14,26,15,10,6,14,13,19,2,8,16,28.0,21.0,81.0,111.0,240.0,168.0,76.0,28.0,219.59999,234.59999,148.02,726.80005,21.0,246.62,240.82999,78.939995,682.0,27.729996,-490.25995,231.13,2809.1802,-16.36,245.99998,-187.19998,135.89998,72.0,239.67001,233.89,240.77,3081.8,4.0,2.0,11.0,23.0,39.0,27.0,13.0,4.0,30.400002,34.0,28.110004,123.3,2.0,43.6,40.699997,11.049999,112.44,8.079999,-136.11,34.520004,486.66006,-5.06,47.399998,-33.0,19.3,13.0,38.769997,35.230003,39.389996,558.5,4.0,6.0,25.0,25.0,62.0,35.0,15.0,4.0,54.399998,55.7,34.82,136.1,6.0,57.230003,61.09,21.66,168.2,6.32,-68.67,60.1,696.16003,-1.76,52.600002,-56.600002,34.8,17.0,60.140003,60.729992,59.050003,748.60004,13.0,8.0,21.0,39.0,79.0,66.0,28.5,13.0,77.40001,83.299995,49.01,317.40002,8.0,83.47,78.799995,26.98,230.47002,11.76,-189.81,78.25,936.32983,-6.9100003,86.29999,-67.6,47.299995,25.0,81.79001,79.770004,83.85,1037.5999,NON-SECRETED
71,47,68,48,6,52,26,84,18,35,84,24,16,28,33,69,61,13,47,48,89.0,74.0,387.0,328.0,834.0,590.0,277.5,89.0,831.6,876.5,502.02997,2341.5,74.0,884.81,882.4201,312.94998,2422.3796,102.48,-972.10004,887.1501,10160.41,-34.099995,869.2,-13.899963,496.80002,255.0,869.85004,873.20996,874.8,11036.4,8.0,0.0,12.0,20.0,37.0,33.0,18.0,8.0,32.199997,35.400005,26.33,183.1,0.0,39.919994,42.1,10.049999,111.329994,6.539999,-81.770004,34.120003,481.34,-5.6800003,55.5,-11.0,22.299997,15.0,38.829998,33.73,40.309998,597.4,4.0,6.0,28.0,22.0,54.0,38.0,21.5,4.0,57.9,62.500008,34.36,79.7,6.0,65.54,60.040005,19.04,168.34999,-4.7800007,-62.85,61.01,705.13995,-2.93,61.299995,-13.999998,35.899998,15.0,58.670006,56.729996,58.52,733.9,28.0,22.0,144.0,98.0,290.0,190.0,98.5,28.0,277.7,288.80002,160.75002,778.6,22.0,284.36002,298.41,106.25,796.81006,43.089996,-332.96997,296.8,3358.59,-4.649999,273.7,90.59999,165.5,86.0,290.18,296.16998,291.93997,3628.0,NON-SECRETED
24,5,16,4,3,7,5,10,3,7,20,4,3,8,9,12,17,2,4,13,12.0,9.0,69.0,86.0,170.0,108.0,42.0,12.0,149.0,156.99998,107.58,570.89996,9.0,179.43,178.56001,56.37,497.31995,25.47,-375.55,168.93,2055.21,-12.0999975,183.99998,-128.40001,98.4,54.0,169.48999,170.29002,170.56,2350.1,5.0,2.0,13.0,20.0,39.0,27.0,11.5,5.0,32.3,33.7,24.879997,143.7,2.0,41.559998,42.13,12.82,110.5,7.14,-91.81,36.460003,474.86,-3.9699996,47.699997,-14.800001,21.3,15.0,38.420002,36.41,39.330006,585.9,3.0,2.0,27.0,28.0,59.0,40.0,16.5,3.0,53.5,55.2,35.4,235.1,2.0,59.87,60.23,19.74,168.14,10.21,-117.240005,59.94,692.2899,-3.1000001,61.8,-44.4,36.399998,17.0,57.859997,60.62999,58.81,776.2,3.0,2.0,23.0,30.0,55.0,31.0,7.0,3.0,47.699997,51.399994,35.410004,166.29999,2.0,57.26,59.72,18.519999,169.28,9.530001,-136.53,56.860004,680.7701,-3.4999995,58.3,-49.600002,29.499998,19.0,55.56,55.019997,55.139996,770.0,NON-SECRETED
23,3,8,9,2,10,2,13,2,7,13,6,2,3,3,16,21,2,7,15,11.0,11.0,77.0,68.0,171.0,87.0,38.0,11.0,140.80002,144.09998,100.420006,387.10004,11.0,172.90999,174.28,59.190002,468.68002,5.1700006,-329.92996,163.68001,1925.74,-4.8800006,162.4,-29.999996,85.899994,47.0,159.57,165.92001,161.05,2134.0996,5.0,1.0,12.0,22.0,41.0,21.0,10.5,5.0,30.599997,32.100006,26.98,126.200005,1.0,43.469997,43.05,12.22,115.540016,1.2000008,-142.23,36.9,465.67996,-3.3200006,44.100002,-30.499998,19.2,14.0,38.449997,35.35,39.45,560.30005,3.0,5.0,32.0,20.0,66.0,34.0,14.0,3.0,54.1,55.6,33.98,131.5,5.0,59.730003,62.659996,21.95,165.63,1.2299991,-83.189995,59.099995,690.5,-0.13999975,56.0,7.300005,32.0,16.0,57.800003,62.679993,58.049995,727.4,3.0,4.0,26.0,22.0,49.0,29.0,13.5,3.0,46.8,48.300007,33.350002,111.49999,4.0,59.64,55.179996,19.410002,156.68,0.20999998,-92.84001,55.69,633.63,-1.9900001,54.2,-8.399998,29.099998,13.0,52.49,53.939995,52.89,688.1,NON-SECRETED
27,8,23,11,5,11,2,29,1,15,21,6,2,10,16,27,30,4,16,36,15.0,13.0,141.0,131.0,309.0,151.0,62.0,15.0,260.4,267.4,168.03998,760.19995,13.0,283.52002,320.47,106.189995,829.5299,45.659996,-515.55,299.55,3498.5496,-6.8999996,280.6,-77.19998,158.3,102.0,288.19998,295.38,285.34003,3979.2998,3.0,0.0,15.0,22.0,37.0,21.0,10.0,3.0,31.1,32.800003,25.32,143.3,0.0,41.519997,41.51,13.33,112.36,9.15,-170.19,38.940006,471.13,-2.8400004,44.600002,4.5,17.4,13.0,38.04,37.15,38.829998,556.9,2.0,0.0,33.0,25.0,64.0,26.0,9.0,2.0,49.699993,52.100002,34.81,145.59999,0.0,53.17,66.03,20.759998,171.20001,8.759999,-132.13,59.929996,701.4199,0.24000001,55.899998,8.600002,26.7,20.0,57.67,58.249992,56.26,767.3,6.0,8.0,41.0,45.0,105.0,50.0,21.0,6.0,91.90001,93.700005,53.879997,255.09999,8.0,92.09,106.22,36.579994,273.46002,8.549999,-102.29,100.240005,1159.3099,-1.9300001,89.9,-71.6,56.899998,35.0,97.24,100.909996,94.740005,1320.0,NON-SECRETED
20,7,13,14,0,23,20,22,2,24,32,22,14,9,20,17,21,4,17,22,31.0,34.0,113.0,145.0,328.0,233.0,120.0,31.0,297.3,318.3,194.91997,1005.89996,34.0,336.94998,327.43002,106.14,887.7499,41.77,-623.4501,311.46997,3790.2295,-20.729996,331.4,-166.19998,189.99998,108.0,327.18,314.19,330.88998,4193.3,3.0,3.0,11.0,23.0,43.0,28.0,10.0,3.0,34.3,36.6,24.499998,158.79999,3.0,42.63,40.76,12.819999,111.920006,14.25,-129.79,37.160004,473.49,-2.78,38.699997,-48.100002,22.8,15.0,39.79,38.579998,40.71,544.1,6.0,8.0,22.0,24.0,60.0,43.0,29.5,6.0,57.399994,61.600006,35.84,165.79999,8.0,62.010002,60.85,18.57,164.95998,-5.3500004,-73.789986,57.03,699.92004,-3.5,63.400005,-26.400002,37.999996,18.0,61.969997,58.019993,61.519997,756.0,15.0,10.0,35.0,47.0,111.0,75.0,37.5,15.0,104.4,113.0,62.19,299.30002,10.0,108.51002,108.1,35.940002,295.19998,13.070001,-228.30998,105.47,1246.26,-5.9299994,103.200005,-50.499996,60.2,34.0,108.700005,104.439995,110.28,1342.2,NON-SECRETED
19,0,15,8,4,11,8,12,2,8,24,14,3,1,1,14,11,2,2,5,16.0,16.0,69.0,63.0,156.0,122.0,44.0,16.0,148.3,159.09998,102.16999,351.10004,16.0,191.85,158.47,54.91,471.28998,17.779995,-427.56,162.69,1894.4899,-12.070001,169.3,-31.300001,90.899994,42.0,158.00002,160.40001,164.82,2024.6001,5.0,2.0,12.0,21.0,35.0,23.0,9.5,5.0,29.099998,30.5,27.709997,105.4,2.0,49.71,39.880005,12.6,116.520004,2.2400007,-157.6,37.66,469.68997,-4.1599994,46.800003,-21.5,18.9,10.0,37.420002,35.609997,39.88,546.30005,7.0,9.0,25.0,19.0,61.0,51.0,18.0,7.0,59.0,64.4,35.26,122.99999,9.0,66.61,57.67,20.65,172.34999,5.2699986,-131.8,59.469997,689.08,-4.02,59.499996,2.1000004,34.9,17.0,60.530003,60.81,62.46,713.9001,4.0,5.0,24.0,21.0,50.0,43.0,13.0,4.0,49.500004,53.600002,34.309998,106.6,5.0,64.76,51.18,17.539997,156.70998,9.809999,-114.29,54.1,625.33,-4.4700003,54.4,-30.099995,31.699999,14.0,51.13,52.66,53.339996,658.5,NON-SECRETED
15,10,5,8,4,6,7,20,2,13,13,11,3,2,6,6,12,4,7,11,23.0,15.0,60.0,67.0,160.0,104.0,54.0,23.0,151.7,162.8,97.70999,412.10004,15.0,168.93001,169.09001,56.2,467.78,5.0,-363.84,160.26001,1913.3799,-8.080001,168.49998,11.100006,84.70001,50.0,167.71,154.83,167.67001,2122.2,2.0,3.0,13.0,22.0,32.0,18.0,5.0,2.0,32.800003,35.8,24.75,116.9,3.0,40.84,40.61,14.51,120.8,2.6200001,-86.03999,40.770004,463.62,-1.35,36.4,-23.6,17.6,12.0,40.8,37.1,40.040005,511.5,11.0,5.0,25.0,19.0,59.0,44.0,27.5,11.0,59.399998,64.3,34.71,144.6,5.0,60.51,61.429996,20.029999,167.51999,-1.8399997,-142.18001,57.95,696.25,-2.8700004,68.3,56.499996,30.2,17.0,60.889996,55.929996,60.79,753.80005,7.0,6.0,20.0,22.0,58.0,37.0,17.0,7.0,49.499996,52.20001,33.170002,128.09999,6.0,57.049995,56.43,18.34,155.43001,5.99,-104.75,51.949997,635.61,-3.12,51.90001,-27.999996,31.4,18.0,55.58,52.73,55.899998,713.5,NON-SECRETED
20,11,8,15,1,4,7,18,6,5,12,6,4,8,4,21,16,6,10,17,23.0,22.0,78.0,76.0,195.0,114.0,65.0,23.0,179.99998,186.7,117.35,460.8,22.0,202.5,202.78998,71.799995,542.25,2.0600014,-267.06,195.68001,2299.73,-6.9399996,199.4,-9.299988,108.100006,58.0,197.21,198.01,195.96,2538.5999,4.0,1.0,14.0,21.0,40.0,21.0,10.5,4.0,29.8,31.000004,26.91,127.399994,1.0,42.700005,42.969997,11.79,114.12,-1.3799996,-113.32,37.31,473.97995,-3.1999996,48.699997,-33.4,20.300001,13.0,37.88,35.899998,38.65,557.30005,6.0,8.0,25.0,21.0,57.0,33.0,17.0,6.0,55.800003,58.600006,33.72,138.09999,8.0,59.670006,60.32,23.13,164.59999,0.7299994,-79.03,60.21,686.73,-0.75,56.7,28.4,30.8,17.0,60.98999,61.379997,59.919994,743.3,10.0,7.0,26.0,24.0,64.0,37.0,29.5,10.0,62.299995,63.300003,39.219997,142.09999,7.0,68.409996,67.95,23.859999,177.84999,-1.4799998,-62.21,66.01,770.55994,-1.8299999,67.1,-1.3999977,38.6,18.0,65.56,66.35,64.75,849.4,NON-SECRETED
24,4,7,17,0,8,10,12,3,7,11,22,5,2,1,21,19,0,2,26,29.0,27.0,69.0,76.0,216.0,109.0,56.0,29.0,180.6,192.40001,126.30999,209.1,27.0,216.56,202.28,67.96,572.52,-26.21,-438.04,191.56,2311.48,-8.380001,186.59999,-125.799995,103.100006,48.0,196.94997,199.65999,197.22,2362.2998,3.0,2.0,18.0,17.0,41.0,22.0,10.0,3.0,31.499998,31.800001,26.66,84.3,2.0,43.329998,40.1,13.57,115.02001,3.0099998,-111.99,38.430004,463.08,-1.8300004,39.2,-27.5,20.0,8.0,37.48,39.77,38.25,488.40002,11.0,9.0,17.0,23.0,66.0,35.0,16.0,11.0,56.3,60.999996,37.19,73.8,9.0,64.100006,60.829994,20.249998,173.20001,-11.579999,-129.71,56.909996,687.04,-2.7700002,57.4,-42.399998,30.500002,16.0,59.539997,59.19,59.719994,703.5,11.0,11.0,22.0,23.0,73.0,34.0,21.0,11.0,62.5,68.1,41.130005,20.700005,11.0,70.77,68.52,21.629997,189.88,-14.690001,-117.36,63.729996,773.67,-2.2300003,60.8,-36.1,35.300003,18.0,67.46,65.0,66.12,779.3,NON-SECRETED
